,Learning rates,Number of leaf nodes,Number of trees,MSE
5664,0.8131578947368422,18.0,22.0,112390.40927087047
5665,0.8131578947368422,18.0,27.0,128730.11675740672
5666,0.8131578947368422,18.0,33.0,126294.35321249152
5667,0.8131578947368422,18.0,38.0,120270.13827835432
5668,0.8131578947368422,18.0,43.0,109454.89242416967
5669,0.8131578947368422,18.0,48.0,100773.41011004442
5670,0.8131578947368422,18.0,54.0,97424.69137890938
5671,0.8131578947368422,18.0,59.0,111350.90408837429
5672,0.8131578947368422,18.0,64.0,106351.3841019516
5673,0.8131578947368422,18.0,69.0,93949.72025204313
5674,0.8131578947368422,18.0,75.0,99762.39122061004
5675,0.8131578947368422,18.0,80.0,107026.00954918384
5676,0.8131578947368422,18.0,85.0,106044.33718799704
5677,0.8131578947368422,18.0,90.0,103175.39925934336
5678,0.8131578947368422,18.0,96.0,104024.19661113371
5679,0.8131578947368422,18.0,101.0,110531.87771908929
5680,0.8131578947368422,23.0,1.0,162400.79061172996
5681,0.8131578947368422,23.0,6.0,102736.22424654952
5682,0.8131578947368422,23.0,12.0,101680.47448639493
5683,0.8131578947368422,23.0,17.0,96092.76636170488
5684,0.8131578947368422,23.0,22.0,104857.62785680605
5685,0.8131578947368422,23.0,27.0,90561.79731792919
5686,0.8131578947368422,23.0,33.0,87082.51179072051
5687,0.8131578947368422,23.0,38.0,93377.92050740031
5688,0.8131578947368422,23.0,43.0,79889.49928283524
5689,0.8131578947368422,23.0,48.0,92060.67457657853
5690,0.8131578947368422,23.0,54.0,81738.5078271928
5691,0.8131578947368422,23.0,59.0,95230.11903202179
5692,0.8131578947368422,23.0,64.0,93184.31067555082
5693,0.8131578947368422,23.0,69.0,91279.55474415947
5694,0.8131578947368422,23.0,75.0,79871.33362006147
5695,0.8131578947368422,23.0,80.0,73205.54533701643
5696,0.8131578947368422,23.0,85.0,86680.55619539955
5697,0.8131578947368422,23.0,90.0,84962.2886340515
5698,0.8131578947368422,23.0,96.0,89997.90707886463
5699,0.8131578947368422,23.0,101.0,89045.52922777388
5700,0.8131578947368422,28.0,1.0,166655.60508002047
5701,0.8131578947368422,28.0,6.0,103802.4879177103
5702,0.8131578947368422,28.0,12.0,81887.1305650318
5703,0.8131578947368422,28.0,17.0,88793.30847053538
5704,0.8131578947368422,28.0,22.0,76181.88013011175
5705,0.8131578947368422,28.0,27.0,76042.56656307456
5706,0.8131578947368422,28.0,33.0,83779.16304704329
5707,0.8131578947368422,28.0,38.0,78697.85117904132
5708,0.8131578947368422,28.0,43.0,78473.53241178556
5709,0.8131578947368422,28.0,48.0,77357.38923451125
5710,0.8131578947368422,28.0,54.0,75550.9290306239
5711,0.8131578947368422,28.0,59.0,75894.51728349828
5712,0.8131578947368422,28.0,64.0,72425.15492288208
5713,0.8131578947368422,28.0,69.0,76629.41591429064
5714,0.8131578947368422,28.0,75.0,67943.31262786928
5715,0.8131578947368422,28.0,80.0,79246.55314916532
5716,0.8131578947368422,28.0,85.0,70557.88547461615
5717,0.8131578947368422,28.0,90.0,67727.05853973729
5718,0.8131578947368422,28.0,96.0,71321.68868316061
5719,0.8131578947368422,28.0,101.0,72480.17334143775
5720,0.8131578947368422,33.0,1.0,145305.5032305403
5721,0.8131578947368422,33.0,6.0,100592.49915784517
5722,0.8131578947368422,33.0,12.0,76986.52261496702
5723,0.8131578947368422,33.0,17.0,79331.9541659088
5724,0.8131578947368422,33.0,22.0,72664.57346748064
5725,0.8131578947368422,33.0,27.0,74621.64981560531
5726,0.8131578947368422,33.0,33.0,69484.97674454251
5727,0.8131578947368422,33.0,38.0,68517.80572643441
5728,0.8131578947368422,33.0,43.0,68744.64189977967
5729,0.8131578947368422,33.0,48.0,64257.79440358405
5730,0.8131578947368422,33.0,54.0,72872.10408324307
5731,0.8131578947368422,33.0,59.0,56156.34860244587
5732,0.8131578947368422,33.0,64.0,69960.57533599266
5733,0.8131578947368422,33.0,69.0,61947.46711062536
5734,0.8131578947368422,33.0,75.0,63308.01548897085
5735,0.8131578947368422,33.0,80.0,63752.35291272186
5736,0.8131578947368422,33.0,85.0,62631.03618560181
5737,0.8131578947368422,33.0,90.0,68239.8084396832
5738,0.8131578947368422,33.0,96.0,66924.29983401277
5739,0.8131578947368422,33.0,101.0,60387.893610574945
5740,0.8131578947368422,38.0,1.0,150464.6641384704
5741,0.8131578947368422,38.0,6.0,66973.11341428127
5742,0.8131578947368422,38.0,12.0,70667.67699168278
5743,0.8131578947368422,38.0,17.0,66730.85122353584
5744,0.8131578947368422,38.0,22.0,69806.14259013104
5745,0.8131578947368422,38.0,27.0,69979.86229113535
5746,0.8131578947368422,38.0,33.0,63633.01935510016
5747,0.8131578947368422,38.0,38.0,64538.49018312516
5748,0.8131578947368422,38.0,43.0,60141.72996454197
5749,0.8131578947368422,38.0,48.0,62184.59340592074
5750,0.8131578947368422,38.0,54.0,61537.06498566574
5751,0.8131578947368422,38.0,59.0,57089.60529491727
5752,0.8131578947368422,38.0,64.0,57522.867993527965
5753,0.8131578947368422,38.0,69.0,61425.813234486166
5754,0.8131578947368422,38.0,75.0,60695.448593360095
5755,0.8131578947368422,38.0,80.0,59100.49012714451
5756,0.8131578947368422,38.0,85.0,57575.226694423916
5757,0.8131578947368422,38.0,90.0,57279.34707338226
5758,0.8131578947368422,38.0,96.0,55628.5332232492
5759,0.8131578947368422,38.0,101.0,57034.96196616009
5760,0.8131578947368422,44.0,1.0,123217.09780999731
5761,0.8131578947368422,44.0,6.0,59170.872363917944
5762,0.8131578947368422,44.0,12.0,71222.14729404231
5763,0.8131578947368422,44.0,17.0,76360.49085918831
5764,0.8131578947368422,44.0,22.0,59332.617499846914
5765,0.8131578947368422,44.0,27.0,55047.91021294358
5766,0.8131578947368422,44.0,33.0,62776.70208979495
5767,0.8131578947368422,44.0,38.0,54649.586110094075
5768,0.8131578947368422,44.0,43.0,52178.47059035243
5769,0.8131578947368422,44.0,48.0,55087.1505315064
5770,0.8131578947368422,44.0,54.0,53260.95188939846
5771,0.8131578947368422,44.0,59.0,56562.508130733535
5772,0.8131578947368422,44.0,64.0,55436.40163316296
5773,0.8131578947368422,44.0,69.0,52258.445570867465
5774,0.8131578947368422,44.0,75.0,52052.49827194514
5775,0.8131578947368422,44.0,80.0,52695.84300819635
5776,0.8131578947368422,44.0,85.0,49516.503970789316
5777,0.8131578947368422,44.0,90.0,53688.39112533295
5778,0.8131578947368422,44.0,96.0,51670.71982026957
5779,0.8131578947368422,44.0,101.0,55708.74673314457
5780,0.8131578947368422,49.0,1.0,98311.23736830193
5781,0.8131578947368422,49.0,6.0,75697.02597250957
5782,0.8131578947368422,49.0,12.0,55587.91094585211
5783,0.8131578947368422,49.0,17.0,54425.24558067953
5784,0.8131578947368422,49.0,22.0,71474.05658645029
5785,0.8131578947368422,49.0,27.0,59672.86464133737
5786,0.8131578947368422,49.0,33.0,54438.70768089802
5787,0.8131578947368422,49.0,38.0,53079.274148122786
5788,0.8131578947368422,49.0,43.0,51277.974365208465
5789,0.8131578947368422,49.0,48.0,45724.30296683459
5790,0.8131578947368422,49.0,54.0,58420.387560713796
5791,0.8131578947368422,49.0,59.0,47659.7867147838
5792,0.8131578947368422,49.0,64.0,44880.81054381159
5793,0.8131578947368422,49.0,69.0,43627.17880245437
5794,0.8131578947368422,49.0,75.0,51346.23122109352
5795,0.8131578947368422,49.0,80.0,49887.020904504425
5796,0.8131578947368422,49.0,85.0,55843.94558757844
5797,0.8131578947368422,49.0,90.0,47657.620043992596
5798,0.8131578947368422,49.0,96.0,55339.63997598845
5799,0.8131578947368422,49.0,101.0,48700.989527182144
5800,0.8131578947368422,54.0,1.0,86256.30012679318
5801,0.8131578947368422,54.0,6.0,57742.64075607453
5802,0.8131578947368422,54.0,12.0,62280.59787449985
5803,0.8131578947368422,54.0,17.0,64723.47265994698
5804,0.8131578947368422,54.0,22.0,55786.801714828536
5805,0.8131578947368422,54.0,27.0,49076.76923781681
5806,0.8131578947368422,54.0,33.0,47810.86535427129
5807,0.8131578947368422,54.0,38.0,45293.043464319635
5808,0.8131578947368422,54.0,43.0,50825.19440363035
5809,0.8131578947368422,54.0,48.0,53651.524319055796
5810,0.8131578947368422,54.0,54.0,48798.19702389318
5811,0.8131578947368422,54.0,59.0,51037.27292471719
5812,0.8131578947368422,54.0,64.0,47907.982727874216
5813,0.8131578947368422,54.0,69.0,46520.06037324237
5814,0.8131578947368422,54.0,75.0,44434.282134581925
5815,0.8131578947368422,54.0,80.0,45226.7013909221
5816,0.8131578947368422,54.0,85.0,38909.38630279563
5817,0.8131578947368422,54.0,90.0,45260.64814882748
5818,0.8131578947368422,54.0,96.0,46718.325721393696
5819,0.8131578947368422,54.0,101.0,47374.666387783975
5820,0.8131578947368422,59.0,1.0,113038.83461073285
5821,0.8131578947368422,59.0,6.0,67544.66621457781
5822,0.8131578947368422,59.0,12.0,41724.151742481976
5823,0.8131578947368422,59.0,17.0,53811.50688621171
5824,0.8131578947368422,59.0,22.0,53972.36648093562
5825,0.8131578947368422,59.0,27.0,47541.18406879954
5826,0.8131578947368422,59.0,33.0,50904.88613459101
5827,0.8131578947368422,59.0,38.0,51656.367248127994
5828,0.8131578947368422,59.0,43.0,49975.71959329945
5829,0.8131578947368422,59.0,48.0,49723.5545503018
5830,0.8131578947368422,59.0,54.0,52244.4990898978
5831,0.8131578947368422,59.0,59.0,46618.62537162165
5832,0.8131578947368422,59.0,64.0,45859.8061943756
5833,0.8131578947368422,59.0,69.0,46455.368778806675
5834,0.8131578947368422,59.0,75.0,47005.10010701169
5835,0.8131578947368422,59.0,80.0,44305.76298356126
5836,0.8131578947368422,59.0,85.0,46793.5391084276
5837,0.8131578947368422,59.0,90.0,45007.68173440267
5838,0.8131578947368422,59.0,96.0,41166.329062040764
5839,0.8131578947368422,59.0,101.0,43795.83312045321
5840,0.8131578947368422,65.0,1.0,219516.64322690378
5841,0.8131578947368422,65.0,6.0,49461.60023093265
5842,0.8131578947368422,65.0,12.0,52587.85489049517
5843,0.8131578947368422,65.0,17.0,49423.64519059024
5844,0.8131578947368422,65.0,22.0,43695.17240313612
5845,0.8131578947368422,65.0,27.0,45876.958674567846
5846,0.8131578947368422,65.0,33.0,46832.633500399665
5847,0.8131578947368422,65.0,38.0,45768.69367678475
5848,0.8131578947368422,65.0,43.0,45047.118953991056
5849,0.8131578947368422,65.0,48.0,41157.411225471726
5850,0.8131578947368422,65.0,54.0,44204.79081134232
5851,0.8131578947368422,65.0,59.0,41058.17431050493
5852,0.8131578947368422,65.0,64.0,35317.30922262693
5853,0.8131578947368422,65.0,69.0,40312.26435232951
5854,0.8131578947368422,65.0,75.0,44594.37388951443
5855,0.8131578947368422,65.0,80.0,47559.485696570184
5856,0.8131578947368422,65.0,85.0,44816.275401051294
5857,0.8131578947368422,65.0,90.0,42265.33828367853
5858,0.8131578947368422,65.0,96.0,36121.207224325764
5859,0.8131578947368422,65.0,101.0,39976.63254480152
5860,0.8131578947368422,70.0,1.0,116396.40720934495
5861,0.8131578947368422,70.0,6.0,50673.06000730894
5862,0.8131578947368422,70.0,12.0,55005.386664225676
5863,0.8131578947368422,70.0,17.0,46304.10616757026
5864,0.8131578947368422,70.0,22.0,49175.2371973286
5865,0.8131578947368422,70.0,27.0,49683.248503291
5866,0.8131578947368422,70.0,33.0,46431.31127753806
5867,0.8131578947368422,70.0,38.0,45032.24997726482
5868,0.8131578947368422,70.0,43.0,45686.92921802137
5869,0.8131578947368422,70.0,48.0,45069.087034007076
5870,0.8131578947368422,70.0,54.0,41049.0215488144
5871,0.8131578947368422,70.0,59.0,44347.550829356325
5872,0.8131578947368422,70.0,64.0,42662.54601817768
5873,0.8131578947368422,70.0,69.0,43836.805099824116
5874,0.8131578947368422,70.0,75.0,41241.95225947254
5875,0.8131578947368422,70.0,80.0,42386.708772433674
5876,0.8131578947368422,70.0,85.0,41223.900931030104
5877,0.8131578947368422,70.0,90.0,40498.38779206957
5878,0.8131578947368422,70.0,96.0,43380.58256871744
5879,0.8131578947368422,70.0,101.0,39314.45189198164
5880,0.8131578947368422,75.0,1.0,121189.99835605032
5881,0.8131578947368422,75.0,6.0,65215.92039786336
5882,0.8131578947368422,75.0,12.0,43347.2381887057
5883,0.8131578947368422,75.0,17.0,57794.787591820445
5884,0.8131578947368422,75.0,22.0,47825.47389167958
5885,0.8131578947368422,75.0,27.0,44725.28644608367
5886,0.8131578947368422,75.0,33.0,47166.87732795261
5887,0.8131578947368422,75.0,38.0,44549.477690310814
5888,0.8131578947368422,75.0,43.0,43718.048150442184
5889,0.8131578947368422,75.0,48.0,41205.103676516
5890,0.8131578947368422,75.0,54.0,44526.66223673047
5891,0.8131578947368422,75.0,59.0,40806.247443156695
5892,0.8131578947368422,75.0,64.0,42296.75950767412
5893,0.8131578947368422,75.0,69.0,42501.740648632294
5894,0.8131578947368422,75.0,75.0,38846.589328655085
5895,0.8131578947368422,75.0,80.0,42022.705662055196
5896,0.8131578947368422,75.0,85.0,35990.63153639192
5897,0.8131578947368422,75.0,90.0,41525.34887739593
5898,0.8131578947368422,75.0,96.0,39113.94352297352
5899,0.8131578947368422,75.0,101.0,35810.887352201345
5900,0.8131578947368422,80.0,1.0,101455.68983124306
5901,0.8131578947368422,80.0,6.0,53253.542641459804
5902,0.8131578947368422,80.0,12.0,45570.30099900839
5903,0.8131578947368422,80.0,17.0,42946.99747372523
5904,0.8131578947368422,80.0,22.0,44192.896819259404
5905,0.8131578947368422,80.0,27.0,48981.627788826765
5906,0.8131578947368422,80.0,33.0,43695.78676810287
5907,0.8131578947368422,80.0,38.0,37192.91648609874
5908,0.8131578947368422,80.0,43.0,44147.50613201566
5909,0.8131578947368422,80.0,48.0,42057.763306345376
5910,0.8131578947368422,80.0,54.0,45942.62499841429
5911,0.8131578947368422,80.0,59.0,37660.222813408494
5912,0.8131578947368422,80.0,64.0,41070.28472428532
5913,0.8131578947368422,80.0,69.0,40417.45260855651
5914,0.8131578947368422,80.0,75.0,40050.6735063677
5915,0.8131578947368422,80.0,80.0,32779.456242082866
5916,0.8131578947368422,80.0,85.0,39542.801689269734
5917,0.8131578947368422,80.0,90.0,39973.167287772805
5918,0.8131578947368422,80.0,96.0,38884.91098472092
5919,0.8131578947368422,80.0,101.0,40343.83964040381
5920,0.8131578947368422,85.0,1.0,79123.23464156275
5921,0.8131578947368422,85.0,6.0,47688.36078393884
5922,0.8131578947368422,85.0,12.0,41980.78157782454
5923,0.8131578947368422,85.0,17.0,46099.27345136645
5924,0.8131578947368422,85.0,22.0,40121.43150284242
5925,0.8131578947368422,85.0,27.0,42106.19750442161
5926,0.8131578947368422,85.0,33.0,42518.57544406696
5927,0.8131578947368422,85.0,38.0,44009.87920059545
5928,0.8131578947368422,85.0,43.0,42638.75962683245
5929,0.8131578947368422,85.0,48.0,42433.348465430856
5930,0.8131578947368422,85.0,54.0,41701.68862386053
5931,0.8131578947368422,85.0,59.0,42035.57656445211
5932,0.8131578947368422,85.0,64.0,41059.18464742629
5933,0.8131578947368422,85.0,69.0,40931.46829655347
5934,0.8131578947368422,85.0,75.0,39825.01422790524
5935,0.8131578947368422,85.0,80.0,39688.010208590174
5936,0.8131578947368422,85.0,85.0,39466.16336230913
5937,0.8131578947368422,85.0,90.0,39174.86482516922
5938,0.8131578947368422,85.0,96.0,39334.19087372671
5939,0.8131578947368422,85.0,101.0,33618.5056585913
5940,0.8131578947368422,91.0,1.0,100250.59060129443
5941,0.8131578947368422,91.0,6.0,51592.43346601237
5942,0.8131578947368422,91.0,12.0,50282.954127648656
5943,0.8131578947368422,91.0,17.0,36243.59483062001
5944,0.8131578947368422,91.0,22.0,43627.7137409167
5945,0.8131578947368422,91.0,27.0,43161.704523485314
5946,0.8131578947368422,91.0,33.0,45367.186155534415
5947,0.8131578947368422,91.0,38.0,42367.75306779398
5948,0.8131578947368422,91.0,43.0,45319.06344447692
5949,0.8131578947368422,91.0,48.0,41671.159850244054
5950,0.8131578947368422,91.0,54.0,40310.49376061061
5951,0.8131578947368422,91.0,59.0,41808.50584407896
5952,0.8131578947368422,91.0,64.0,39408.319598931
5953,0.8131578947368422,91.0,69.0,33876.71053251518
5954,0.8131578947368422,91.0,75.0,38545.030666329985
5955,0.8131578947368422,91.0,80.0,39036.93761759957
5956,0.8131578947368422,91.0,85.0,38081.23862146844
5957,0.8131578947368422,91.0,90.0,33008.26820845596
5958,0.8131578947368422,91.0,96.0,38771.63689091166
5959,0.8131578947368422,91.0,101.0,39982.14683063286
5960,0.8131578947368422,96.0,1.0,71428.17692646611
5961,0.8131578947368422,96.0,6.0,55930.307905994356
5962,0.8131578947368422,96.0,12.0,50406.888255959806
5963,0.8131578947368422,96.0,17.0,51499.74919585093
5964,0.8131578947368422,96.0,22.0,42578.06062125103
5965,0.8131578947368422,96.0,27.0,42314.768793498886
5966,0.8131578947368422,96.0,33.0,42414.48627894552
5967,0.8131578947368422,96.0,38.0,40864.70645787697
5968,0.8131578947368422,96.0,43.0,41090.01569665501
5969,0.8131578947368422,96.0,48.0,41263.311656745944
5970,0.8131578947368422,96.0,54.0,39464.96772226438
5971,0.8131578947368422,96.0,59.0,38628.7736467971
5972,0.8131578947368422,96.0,64.0,39878.12480439361
5973,0.8131578947368422,96.0,69.0,39113.64741769639
5974,0.8131578947368422,96.0,75.0,37361.40405795871
5975,0.8131578947368422,96.0,80.0,38306.914636553214
5976,0.8131578947368422,96.0,85.0,43948.336414925645
5977,0.8131578947368422,96.0,90.0,37514.11141066993
5978,0.8131578947368422,96.0,96.0,33624.15440806674
5979,0.8131578947368422,96.0,101.0,37870.26699903986
5980,0.8131578947368422,101.0,1.0,69404.73095552542
5981,0.8131578947368422,101.0,6.0,46724.063941544904
5982,0.8131578947368422,101.0,12.0,45805.055432052126
5983,0.8131578947368422,101.0,17.0,41759.829111164974
5984,0.8131578947368422,101.0,22.0,44530.54454058113
5985,0.8131578947368422,101.0,27.0,40799.21130111693
5986,0.8131578947368422,101.0,33.0,40375.86928479526
5987,0.8131578947368422,101.0,38.0,42026.77396798795
5988,0.8131578947368422,101.0,43.0,41384.56508840118
5989,0.8131578947368422,101.0,48.0,40622.93097266209
5990,0.8131578947368422,101.0,54.0,40557.397787128255
5991,0.8131578947368422,101.0,59.0,40096.41759852643
5992,0.8131578947368422,101.0,64.0,34958.29030079797
5993,0.8131578947368422,101.0,69.0,38499.680289039825
5994,0.8131578947368422,101.0,75.0,38459.9222994245
5995,0.8131578947368422,101.0,80.0,39969.3699922956
5996,0.8131578947368422,101.0,85.0,39043.11444837244
5997,0.8131578947368422,101.0,90.0,33820.49836791905
5998,0.8131578947368422,101.0,96.0,38226.004447278385
5999,0.8131578947368422,101.0,101.0,38137.771006521114
6000,0.8705263157894737,2.0,1.0,1492061.9633006442
6001,0.8705263157894737,2.0,6.0,1536911.0103121682
6002,0.8705263157894737,2.0,12.0,1458459.2621462273
6003,0.8705263157894737,2.0,17.0,1222635.8922203274
6004,0.8705263157894737,2.0,22.0,1248233.5691009995
6005,0.8705263157894737,2.0,27.0,1450586.5953528103
6006,0.8705263157894737,2.0,33.0,1349826.250716086
6007,0.8705263157894737,2.0,38.0,1418951.0975185838
6008,0.8705263157894737,2.0,43.0,1499830.6355186396
6009,0.8705263157894737,2.0,48.0,1298611.7299185914
6010,0.8705263157894737,2.0,54.0,1364517.033475919
6011,0.8705263157894737,2.0,59.0,1443607.8965486346
6012,0.8705263157894737,2.0,64.0,1411133.1596664859
6013,0.8705263157894737,2.0,69.0,1241112.215884437
6014,0.8705263157894737,2.0,75.0,1508287.7322189058
6015,0.8705263157894737,2.0,80.0,1545843.268116823
6016,0.8705263157894737,2.0,85.0,1224490.6996025543
6017,0.8705263157894737,2.0,90.0,1358953.6697744806
6018,0.8705263157894737,2.0,96.0,1449306.6736318883
6019,0.8705263157894737,2.0,101.0,1378048.6577428011
6020,0.8705263157894737,7.0,1.0,543600.6576516276
6021,0.8705263157894737,7.0,6.0,371073.85621198657
6022,0.8705263157894737,7.0,12.0,316724.89127049776
6023,0.8705263157894737,7.0,17.0,388085.8205511649
6024,0.8705263157894737,7.0,22.0,382591.555464545
6025,0.8705263157894737,7.0,27.0,341128.37220136926
6026,0.8705263157894737,7.0,33.0,324148.12018294
6027,0.8705263157894737,7.0,38.0,330666.63657946466
6028,0.8705263157894737,7.0,43.0,324447.40497781895
6029,0.8705263157894737,7.0,48.0,326485.86258127243
6030,0.8705263157894737,7.0,54.0,303496.3116931862
6031,0.8705263157894737,7.0,59.0,273124.11220104207
6032,0.8705263157894737,7.0,64.0,286168.7540702008
6033,0.8705263157894737,7.0,69.0,272767.95580183505
6034,0.8705263157894737,7.0,75.0,274075.8976314559
6035,0.8705263157894737,7.0,80.0,263976.7570860675
6036,0.8705263157894737,7.0,85.0,287726.7049723512
6037,0.8705263157894737,7.0,90.0,289065.01343296375
6038,0.8705263157894737,7.0,96.0,273347.557151814
6039,0.8705263157894737,7.0,101.0,293467.77439378155
6040,0.8705263157894737,12.0,1.0,318395.17827320134
6041,0.8705263157894737,12.0,6.0,228344.86723794756
6042,0.8705263157894737,12.0,12.0,228071.22971394955
6043,0.8705263157894737,12.0,17.0,170934.77696457726
6044,0.8705263157894737,12.0,22.0,197365.04665257083
6045,0.8705263157894737,12.0,27.0,192932.72446953173
6046,0.8705263157894737,12.0,33.0,177323.85737055144
6047,0.8705263157894737,12.0,38.0,179023.9247030949
6048,0.8705263157894737,12.0,43.0,185144.25667380934
6049,0.8705263157894737,12.0,48.0,166150.32345719624
6050,0.8705263157894737,12.0,54.0,158936.00532396638
6051,0.8705263157894737,12.0,59.0,170889.28072502156
6052,0.8705263157894737,12.0,64.0,164274.39409365578
6053,0.8705263157894737,12.0,69.0,152762.35951679372
6054,0.8705263157894737,12.0,75.0,157100.28639922402
6055,0.8705263157894737,12.0,80.0,154528.93947256924
6056,0.8705263157894737,12.0,85.0,143661.82426294946
6057,0.8705263157894737,12.0,90.0,143306.76508061308
6058,0.8705263157894737,12.0,96.0,142021.52743564718
6059,0.8705263157894737,12.0,101.0,146876.60920162708
6060,0.8705263157894737,18.0,1.0,244185.14222526163
6061,0.8705263157894737,18.0,6.0,145977.41204275156
6062,0.8705263157894737,18.0,12.0,138810.75524575185
6063,0.8705263157894737,18.0,17.0,113420.34066614998
6064,0.8705263157894737,18.0,22.0,111325.73774137459
6065,0.8705263157894737,18.0,27.0,113068.21426354368
6066,0.8705263157894737,18.0,33.0,111616.52604699308
6067,0.8705263157894737,18.0,38.0,113175.86478790981
6068,0.8705263157894737,18.0,43.0,105226.88147627463
6069,0.8705263157894737,18.0,48.0,103362.47269197136
6070,0.8705263157894737,18.0,54.0,83961.14723929486
6071,0.8705263157894737,18.0,59.0,104866.99030017576
6072,0.8705263157894737,18.0,64.0,97523.58428623229
6073,0.8705263157894737,18.0,69.0,109524.86004842381
6074,0.8705263157894737,18.0,75.0,95588.4814307229
6075,0.8705263157894737,18.0,80.0,98126.75765000135
6076,0.8705263157894737,18.0,85.0,94186.60978814306
6077,0.8705263157894737,18.0,90.0,90897.02895842146
6078,0.8705263157894737,18.0,96.0,97219.94996740861
6079,0.8705263157894737,18.0,101.0,111646.18982617845
6080,0.8705263157894737,23.0,1.0,198997.52674800283
6081,0.8705263157894737,23.0,6.0,127491.06056773943
6082,0.8705263157894737,23.0,12.0,105157.22215554939
6083,0.8705263157894737,23.0,17.0,96965.62362556442
6084,0.8705263157894737,23.0,22.0,85617.17985845619
6085,0.8705263157894737,23.0,27.0,101304.13151833245
6086,0.8705263157894737,23.0,33.0,84048.09774669481
6087,0.8705263157894737,23.0,38.0,81936.66675561415
6088,0.8705263157894737,23.0,43.0,92830.8896239759
6089,0.8705263157894737,23.0,48.0,76899.87015806675
6090,0.8705263157894737,23.0,54.0,84907.86758722123
6091,0.8705263157894737,23.0,59.0,93575.82939166877
6092,0.8705263157894737,23.0,64.0,95107.95593931472
6093,0.8705263157894737,23.0,69.0,90710.50000940758
6094,0.8705263157894737,23.0,75.0,90606.48565073992
6095,0.8705263157894737,23.0,80.0,86556.32690627867
6096,0.8705263157894737,23.0,85.0,92286.15117023033
6097,0.8705263157894737,23.0,90.0,86550.88985821247
6098,0.8705263157894737,23.0,96.0,91545.40942908509
6099,0.8705263157894737,23.0,101.0,89427.098728481
6100,0.8705263157894737,28.0,1.0,169767.13952887236
6101,0.8705263157894737,28.0,6.0,88111.04110714221
6102,0.8705263157894737,28.0,12.0,93990.77308968845
6103,0.8705263157894737,28.0,17.0,93165.4821101847
6104,0.8705263157894737,28.0,22.0,85104.13276877842
6105,0.8705263157894737,28.0,27.0,86039.23833165792
6106,0.8705263157894737,28.0,33.0,78044.49016848906
6107,0.8705263157894737,28.0,38.0,78025.83352270305
6108,0.8705263157894737,28.0,43.0,75448.86586627988
6109,0.8705263157894737,28.0,48.0,80430.33563565077
6110,0.8705263157894737,28.0,54.0,74132.48741797674
6111,0.8705263157894737,28.0,59.0,76845.74310120607
6112,0.8705263157894737,28.0,64.0,73985.10962849851
6113,0.8705263157894737,28.0,69.0,78647.5722831989
6114,0.8705263157894737,28.0,75.0,78379.3713944689
6115,0.8705263157894737,28.0,80.0,73602.46011838442
6116,0.8705263157894737,28.0,85.0,71862.51164001417
6117,0.8705263157894737,28.0,90.0,63718.15657092832
6118,0.8705263157894737,28.0,96.0,74695.33993684931
6119,0.8705263157894737,28.0,101.0,69260.17771552075
6120,0.8705263157894737,33.0,1.0,161206.86358331557
6121,0.8705263157894737,33.0,6.0,97137.21984459042
6122,0.8705263157894737,33.0,12.0,87628.7249641841
6123,0.8705263157894737,33.0,17.0,91179.60198257832
6124,0.8705263157894737,33.0,22.0,83028.84416503743
6125,0.8705263157894737,33.0,27.0,70898.27478467736
6126,0.8705263157894737,33.0,33.0,68523.60619851339
6127,0.8705263157894737,33.0,38.0,61954.031449747694
6128,0.8705263157894737,33.0,43.0,57567.824062616484
6129,0.8705263157894737,33.0,48.0,61801.41111730778
6130,0.8705263157894737,33.0,54.0,57654.232095757456
6131,0.8705263157894737,33.0,59.0,59103.90683162666
6132,0.8705263157894737,33.0,64.0,64203.51994194886
6133,0.8705263157894737,33.0,69.0,61420.76190052055
6134,0.8705263157894737,33.0,75.0,63188.869908535184
6135,0.8705263157894737,33.0,80.0,64164.837014516095
6136,0.8705263157894737,33.0,85.0,62319.69985944402
6137,0.8705263157894737,33.0,90.0,65286.491974990735
6138,0.8705263157894737,33.0,96.0,60351.93593422376
6139,0.8705263157894737,33.0,101.0,62104.31249782237
6140,0.8705263157894737,38.0,1.0,134636.99309854308
6141,0.8705263157894737,38.0,6.0,96522.85884618662
6142,0.8705263157894737,38.0,12.0,84730.77027891186
6143,0.8705263157894737,38.0,17.0,61893.987878593296
6144,0.8705263157894737,38.0,22.0,63824.52960206666
6145,0.8705263157894737,38.0,27.0,57507.6252250327
6146,0.8705263157894737,38.0,33.0,64270.43171282032
6147,0.8705263157894737,38.0,38.0,62088.86046475883
6148,0.8705263157894737,38.0,43.0,58415.15357988366
6149,0.8705263157894737,38.0,48.0,69779.36849410523
6150,0.8705263157894737,38.0,54.0,61550.088237606986
6151,0.8705263157894737,38.0,59.0,57152.16510703395
6152,0.8705263157894737,38.0,64.0,62303.43430622179
6153,0.8705263157894737,38.0,69.0,59912.16718455712
6154,0.8705263157894737,38.0,75.0,61407.16975444079
6155,0.8705263157894737,38.0,80.0,56748.29134404338
6156,0.8705263157894737,38.0,85.0,51894.5143029272
6157,0.8705263157894737,38.0,90.0,56784.6574123339
6158,0.8705263157894737,38.0,96.0,55928.60847767096
6159,0.8705263157894737,38.0,101.0,54390.836941556976
6160,0.8705263157894737,44.0,1.0,111123.51834193578
6161,0.8705263157894737,44.0,6.0,71645.04483218324
