,Learning rates,Number of leaf nodes,Number of trees,MSE
2510,0.35421052631578953,28.0,54.0,37346.98765706186
2511,0.35421052631578953,28.0,59.0,36175.11054102
2512,0.35421052631578953,28.0,64.0,35627.697010727454
2513,0.35421052631578953,28.0,69.0,35181.897169121934
2514,0.35421052631578953,28.0,75.0,34634.838851713546
2515,0.35421052631578953,28.0,80.0,34020.197692931404
2516,0.35421052631578953,28.0,85.0,34114.3901307795
2517,0.35421052631578953,28.0,90.0,33221.886427911566
2518,0.35421052631578953,28.0,96.0,33340.060352407534
2519,0.35421052631578953,28.0,101.0,33834.183519912505
2520,0.35421052631578953,33.0,1.0,1054931.7073500159
2521,0.35421052631578953,33.0,6.0,148647.6573357101
2522,0.35421052631578953,33.0,12.0,70316.34459938413
2523,0.35421052631578953,33.0,17.0,56501.075797748046
2524,0.35421052631578953,33.0,22.0,47603.6274708649
2525,0.35421052631578953,33.0,27.0,44711.49720437099
2526,0.35421052631578953,33.0,33.0,41704.591521766604
2527,0.35421052631578953,33.0,38.0,40815.62051902782
2528,0.35421052631578953,33.0,43.0,39526.129999586905
2529,0.35421052631578953,33.0,48.0,38548.84767418678
2530,0.35421052631578953,33.0,54.0,36702.94407148838
2531,0.35421052631578953,33.0,59.0,36131.200202865046
2532,0.35421052631578953,33.0,64.0,36168.85727603319
2533,0.35421052631578953,33.0,69.0,35177.932674982934
2534,0.35421052631578953,33.0,75.0,34631.20948699899
2535,0.35421052631578953,33.0,80.0,33984.42224999276
2536,0.35421052631578953,33.0,85.0,33552.78937358581
2537,0.35421052631578953,33.0,90.0,33827.1181145744
2538,0.35421052631578953,33.0,96.0,33340.060352407534
2539,0.35421052631578953,33.0,101.0,33806.60972890922
2540,0.35421052631578953,38.0,1.0,1054931.7073500159
2541,0.35421052631578953,38.0,6.0,148647.65733571007
2542,0.35421052631578953,38.0,12.0,70316.34459938416
2543,0.35421052631578953,38.0,17.0,56330.61452594445
2544,0.35421052631578953,38.0,22.0,47725.4801208568
2545,0.35421052631578953,38.0,27.0,44711.49720437101
2546,0.35421052631578953,38.0,33.0,41704.591521766604
2547,0.35421052631578953,38.0,38.0,40876.77765462373
2548,0.35421052631578953,38.0,43.0,39526.1299995869
2549,0.35421052631578953,38.0,48.0,38601.90166599561
2550,0.35421052631578953,38.0,54.0,37353.016292952394
2551,0.35421052631578953,38.0,59.0,35550.135348898904
2552,0.35421052631578953,38.0,64.0,36175.2733060383
2553,0.35421052631578953,38.0,69.0,35219.71805910199
2554,0.35421052631578953,38.0,75.0,34068.030748903664
2555,0.35421052631578953,38.0,80.0,33987.10575917566
2556,0.35421052631578953,38.0,85.0,33586.79928139916
2557,0.35421052631578953,38.0,90.0,33221.88642791155
2558,0.35421052631578953,38.0,96.0,33924.403391949876
2559,0.35421052631578953,38.0,101.0,33831.98857954378
2560,0.35421052631578953,44.0,1.0,1054931.7073500159
2561,0.35421052631578953,44.0,6.0,148647.65733571004
2562,0.35421052631578953,44.0,12.0,70316.34459938417
2563,0.35421052631578953,44.0,17.0,56330.61452594445
2564,0.35421052631578953,44.0,22.0,47725.48012085677
2565,0.35421052631578953,44.0,27.0,44795.540782454555
2566,0.35421052631578953,44.0,33.0,41704.59152176659
2567,0.35421052631578953,44.0,38.0,40876.77765462373
2568,0.35421052631578953,44.0,43.0,39519.99587500273
2569,0.35421052631578953,44.0,48.0,38601.9016659956
2570,0.35421052631578953,44.0,54.0,37353.016292952394
2571,0.35421052631578953,44.0,59.0,35543.63905029917
2572,0.35421052631578953,44.0,64.0,35597.0080992776
2573,0.35421052631578953,44.0,69.0,34622.65275582185
2574,0.35421052631578953,44.0,75.0,34068.03074890368
2575,0.35421052631578953,44.0,80.0,34022.88120211432
2576,0.35421052631578953,44.0,85.0,33552.78937358582
2577,0.35421052631578953,44.0,90.0,33260.76472683517
2578,0.35421052631578953,44.0,96.0,33898.29397046955
2579,0.35421052631578953,44.0,101.0,33222.56160174104
2580,0.35421052631578953,49.0,1.0,1054931.7073500159
2581,0.35421052631578953,49.0,6.0,148647.65733571007
2582,0.35421052631578953,49.0,12.0,70316.34459938416
2583,0.35421052631578953,49.0,17.0,56330.614525944446
2584,0.35421052631578953,49.0,22.0,47725.480120856795
2585,0.35421052631578953,49.0,27.0,44795.54078245457
2586,0.35421052631578953,49.0,33.0,41788.07381507096
2587,0.35421052631578953,49.0,38.0,40876.77765462373
2588,0.35421052631578953,49.0,43.0,39460.84509004037
2589,0.35421052631578953,49.0,48.0,38548.84767418679
2590,0.35421052631578953,49.0,54.0,36708.972707378925
2591,0.35421052631578953,49.0,59.0,35543.639050299185
2592,0.35421052631578953,49.0,64.0,36205.96221748815
2593,0.35421052631578953,49.0,69.0,34660.47364580189
2594,0.35421052631578953,49.0,75.0,34631.20948699901
2595,0.35421052631578953,49.0,80.0,33987.10575917566
2596,0.35421052631578953,49.0,85.0,34151.01897997824
2597,0.35421052631578953,49.0,90.0,33259.050754328535
2598,0.35421052631578953,49.0,96.0,33310.42524405939
2599,0.35421052631578953,49.0,101.0,33247.94045237557
2600,0.35421052631578953,54.0,1.0,1054931.7073500156
2601,0.35421052631578953,54.0,6.0,148647.6573357101
2602,0.35421052631578953,54.0,12.0,70316.34459938419
2603,0.35421052631578953,54.0,17.0,56330.614525944475
2604,0.35421052631578953,54.0,22.0,47603.62747086487
2605,0.35421052631578953,54.0,27.0,44795.540782454584
2606,0.35421052631578953,54.0,33.0,41788.073815070966
2607,0.35421052631578953,54.0,38.0,40815.62051902782
2608,0.35421052631578953,54.0,43.0,39519.99587500274
2609,0.35421052631578953,54.0,48.0,38543.23588748727
2610,0.35421052631578953,54.0,54.0,36708.97270737891
2611,0.35421052631578953,54.0,59.0,36168.614242420284
2612,0.35421052631578953,54.0,64.0,36205.96221748815
2613,0.35421052631578953,54.0,69.0,34622.65275582184
2614,0.35421052631578953,54.0,75.0,34068.03074890367
2615,0.35421052631578953,54.0,80.0,33984.42224999276
2616,0.35421052631578953,54.0,85.0,34151.0189799782
2617,0.35421052631578953,54.0,90.0,33221.886427911566
2618,0.35421052631578953,54.0,96.0,33926.16623538378
2619,0.35421052631578953,54.0,101.0,33250.1353927443
2620,0.35421052631578953,59.0,1.0,1054931.7073500159
2621,0.35421052631578953,59.0,6.0,148647.65733571004
2622,0.35421052631578953,59.0,12.0,70316.34459938417
2623,0.35421052631578953,59.0,17.0,56501.07579774806
2624,0.35421052631578953,59.0,22.0,47603.62747086487
2625,0.35421052631578953,59.0,27.0,44795.54078245457
2626,0.35421052631578953,59.0,33.0,41704.59152176661
2627,0.35421052631578953,59.0,38.0,40876.777654623715
2628,0.35421052631578953,59.0,43.0,39460.84509004037
2629,0.35421052631578953,59.0,48.0,38601.90166599562
2630,0.35421052631578953,59.0,54.0,36756.952684421834
2631,0.35421052631578953,59.0,59.0,35543.63905029917
2632,0.35421052631578953,59.0,64.0,35627.697010727454
2633,0.35421052631578953,59.0,69.0,34660.473645801896
2634,0.35421052631578953,59.0,75.0,34030.996256805614
2635,0.35421052631578953,59.0,80.0,33423.448994346574
2636,0.35421052631578953,59.0,85.0,33550.170432200466
2637,0.35421052631578953,59.0,90.0,33827.11811457438
2638,0.35421052631578953,59.0,96.0,33898.29397046957
2639,0.35421052631578953,59.0,101.0,33247.94045237556
2640,0.35421052631578953,65.0,1.0,1054931.7073500159
2641,0.35421052631578953,65.0,6.0,148647.65733571007
2642,0.35421052631578953,65.0,12.0,70316.34459938417
2643,0.35421052631578953,65.0,17.0,56501.07579774804
2644,0.35421052631578953,65.0,22.0,47603.62747086489
2645,0.35421052631578953,65.0,27.0,44795.540782454584
2646,0.35421052631578953,65.0,33.0,41704.5915217666
2647,0.35421052631578953,65.0,38.0,40876.77765462373
2648,0.35421052631578953,65.0,43.0,39466.97921462452
2649,0.35421052631578953,65.0,48.0,38543.235887487295
2650,0.35421052631578953,65.0,54.0,36750.9240485313
2651,0.35421052631578953,65.0,59.0,36175.110541019996
2652,0.35421052631578953,65.0,64.0,35597.00809927758
2653,0.35421052631578953,65.0,69.0,34626.617249960815
2654,0.35421052631578953,65.0,75.0,34071.66011361823
2655,0.35421052631578953,65.0,80.0,34022.88120211429
2656,0.35421052631578953,65.0,85.0,34114.39013077953
2657,0.35421052631578953,65.0,90.0,33223.60040041818
2658,0.35421052631578953,65.0,96.0,33312.1880874933
2659,0.35421052631578953,65.0,101.0,33222.56160174105
2660,0.35421052631578953,70.0,1.0,1054931.7073500159
2661,0.35421052631578953,70.0,6.0,148647.65733571004
2662,0.35421052631578953,70.0,12.0,70316.34459938416
2663,0.35421052631578953,70.0,17.0,56330.61452594445
2664,0.35421052631578953,70.0,22.0,47725.48012085682
2665,0.35421052631578953,70.0,27.0,44795.540782454584
2666,0.35421052631578953,70.0,33.0,41788.07381507096
2667,0.35421052631578953,70.0,38.0,40815.62051902783
2668,0.35421052631578953,70.0,43.0,39526.1299995869
2669,0.35421052631578953,70.0,48.0,38548.84767418676
2670,0.35421052631578953,70.0,54.0,37299.00768001896
2671,0.35421052631578953,70.0,59.0,36131.20020286507
2672,0.35421052631578953,70.0,64.0,35590.592069272476
2673,0.35421052631578953,70.0,69.0,35215.753564962986
2674,0.35421052631578953,70.0,75.0,34597.80435961549
2675,0.35421052631578953,70.0,80.0,34020.1976929314
2676,0.35421052631578953,70.0,85.0,33589.41822278451
2677,0.35421052631578953,70.0,90.0,33789.953788157385
2678,0.35421052631578953,70.0,96.0,33896.53112703563
2679,0.35421052631578953,70.0,101.0,33831.98857954379
2680,0.35421052631578953,75.0,1.0,1054931.7073500156
2681,0.35421052631578953,75.0,6.0,148647.6573357101
2682,0.35421052631578953,75.0,12.0,70316.34459938416
2683,0.35421052631578953,75.0,17.0,56501.07579774806
2684,0.35421052631578953,75.0,22.0,47725.48012085681
2685,0.35421052631578953,75.0,27.0,44795.54078245456
2686,0.35421052631578953,75.0,33.0,41788.073815070944
2687,0.35421052631578953,75.0,38.0,40876.777654623744
2688,0.35421052631578953,75.0,43.0,39460.845090040384
2689,0.35421052631578953,75.0,48.0,38543.23588748726
2690,0.35421052631578953,75.0,54.0,37305.03631590951
2691,0.35421052631578953,75.0,59.0,35587.549388454114
2692,0.35421052631578953,75.0,64.0,36212.378247493296
2693,0.35421052631578953,75.0,69.0,35215.753564963
2694,0.35421052631578953,75.0,75.0,34631.209486998974
2695,0.35421052631578953,75.0,80.0,34022.8812021143
2696,0.35421052631578953,75.0,85.0,33552.78937358582
2697,0.35421052631578953,75.0,90.0,33827.1181145744
2698,0.35421052631578953,75.0,96.0,33312.1880874933
2699,0.35421052631578953,75.0,101.0,33806.609728909236
2700,0.35421052631578953,80.0,1.0,1054931.7073500159
2701,0.35421052631578953,80.0,6.0,148647.65733571004
2702,0.35421052631578953,80.0,12.0,70316.34459938419
2703,0.35421052631578953,80.0,17.0,56501.075797748046
2704,0.35421052631578953,80.0,22.0,47725.480120856795
2705,0.35421052631578953,80.0,27.0,44795.54078245457
2706,0.35421052631578953,80.0,33.0,41704.59152176662
2707,0.35421052631578953,80.0,38.0,40815.62051902782
2708,0.35421052631578953,80.0,43.0,39460.84509004036
2709,0.35421052631578953,80.0,48.0,38548.84767418678
2710,0.35421052631578953,80.0,54.0,36708.972707378925
2711,0.35421052631578953,80.0,59.0,35587.54938845411
2712,0.35421052631578953,80.0,64.0,35627.69701072747
2713,0.35421052631578953,80.0,69.0,35215.753564963015
2714,0.35421052631578953,80.0,75.0,34030.9962568056
2715,0.35421052631578953,80.0,80.0,34020.1976929314
2716,0.35421052631578953,80.0,85.0,34151.0189799782
2717,0.35421052631578953,80.0,90.0,33260.76472683515
2718,0.35421052631578953,80.0,96.0,33926.16623538378
2719,0.35421052631578953,80.0,101.0,33250.13539274428
2720,0.35421052631578953,85.0,1.0,1054931.7073500159
2721,0.35421052631578953,85.0,6.0,148647.65733571004
2722,0.35421052631578953,85.0,12.0,70316.34459938416
2723,0.35421052631578953,85.0,17.0,56501.07579774803
2724,0.35421052631578953,85.0,22.0,47725.48012085681
2725,0.35421052631578953,85.0,27.0,44795.540782454584
2726,0.35421052631578953,85.0,33.0,41788.07381507096
2727,0.35421052631578953,85.0,38.0,40815.620519027805
2728,0.35421052631578953,85.0,43.0,39526.12999958688
2729,0.35421052631578953,85.0,48.0,38548.84767418677
2730,0.35421052631578953,85.0,54.0,37305.0363159095
2731,0.35421052631578953,85.0,59.0,35550.135348898904
2732,0.35421052631578953,85.0,64.0,36212.37824749326
2733,0.35421052631578953,85.0,69.0,34622.65275582185
2734,0.35421052631578953,85.0,75.0,34594.174994900925
2735,0.35421052631578953,85.0,80.0,34022.8812021143
2736,0.35421052631578953,85.0,85.0,33589.418222784494
2737,0.35421052631578953,85.0,90.0,33259.050754328564
2738,0.35421052631578953,85.0,96.0,33310.425244059385
2739,0.35421052631578953,85.0,101.0,33806.60972890922
2740,0.35421052631578953,91.0,1.0,1054931.7073500156
2741,0.35421052631578953,91.0,6.0,148647.65733571004
2742,0.35421052631578953,91.0,12.0,70316.34459938416
2743,0.35421052631578953,91.0,17.0,56330.61452594444
2744,0.35421052631578953,91.0,22.0,47603.62747086488
2745,0.35421052631578953,91.0,27.0,44795.540782454584
2746,0.35421052631578953,91.0,33.0,41704.591521766604
2747,0.35421052631578953,91.0,38.0,40876.77765462375
2748,0.35421052631578953,91.0,43.0,39526.12999958689
2749,0.35421052631578953,91.0,48.0,38601.901665995625
2750,0.35421052631578953,91.0,54.0,37346.98765706186
2751,0.35421052631578953,91.0,59.0,36168.61424242026
2752,0.35421052631578953,91.0,64.0,35590.59206927247
2753,0.35421052631578953,91.0,69.0,34664.438139940896
2754,0.35421052631578953,91.0,75.0,34068.030748903664
2755,0.35421052631578953,91.0,80.0,33420.765485163676
2756,0.35421052631578953,91.0,85.0,33552.78937358583
2757,0.35421052631578953,91.0,90.0,33827.11811457439
2758,0.35421052631578953,91.0,96.0,33926.16623538378
2759,0.35421052631578953,91.0,101.0,33250.135392744305
2760,0.35421052631578953,96.0,1.0,1054931.7073500159
2761,0.35421052631578953,96.0,6.0,148647.65733571004
2762,0.35421052631578953,96.0,12.0,70316.34459938417
2763,0.35421052631578953,96.0,17.0,56501.07579774806
2764,0.35421052631578953,96.0,22.0,47725.4801208568
2765,0.35421052631578953,96.0,27.0,44711.49720437101
2766,0.35421052631578953,96.0,33.0,41704.591521766604
2767,0.35421052631578953,96.0,38.0,40876.77765462374
2768,0.35421052631578953,96.0,43.0,39519.995875002714
2769,0.35421052631578953,96.0,48.0,38543.23588748726
2770,0.35421052631578953,96.0,54.0,36756.952684421805
2771,0.35421052631578953,96.0,59.0,36175.110541019996
2772,0.35421052631578953,96.0,64.0,35597.00809927758
2773,0.35421052631578953,96.0,69.0,34664.43813994089
2774,0.35421052631578953,96.0,75.0,34594.174994900925
2775,0.35421052631578953,96.0,80.0,33420.76548516369
2776,0.35421052631578953,96.0,85.0,34111.771189394196
2777,0.35421052631578953,96.0,90.0,33791.66776066399
2778,0.35421052631578953,96.0,96.0,33312.18808749333
2779,0.35421052631578953,96.0,101.0,33220.36666137232
2780,0.35421052631578953,101.0,1.0,1054931.7073500159
2781,0.35421052631578953,101.0,6.0,148647.6573357101
2782,0.35421052631578953,101.0,12.0,70316.34459938417
2783,0.35421052631578953,101.0,17.0,56330.61452594444
2784,0.35421052631578953,101.0,22.0,47725.4801208568
2785,0.35421052631578953,101.0,27.0,44795.540782454584
2786,0.35421052631578953,101.0,33.0,41704.591521766604
2787,0.35421052631578953,101.0,38.0,40876.777654623744
2788,0.35421052631578953,101.0,43.0,39466.97921462452
2789,0.35421052631578953,101.0,48.0,38601.90166599561
2790,0.35421052631578953,101.0,54.0,36702.94407148838
2791,0.35421052631578953,101.0,59.0,35587.54938845412
2792,0.35421052631578953,101.0,64.0,35634.113040732576
2793,0.35421052631578953,101.0,69.0,35177.93267498295
2794,0.35421052631578953,101.0,75.0,34594.174994900925
2795,0.35421052631578953,101.0,80.0,34020.197692931404
2796,0.35421052631578953,101.0,85.0,34148.400038592874
2797,0.35421052631578953,101.0,90.0,33221.88642791155
2798,0.35421052631578953,101.0,96.0,33926.16623538377
2799,0.35421052631578953,101.0,101.0,33806.609728909236
2800,0.4115789473684211,2.0,1.0,1358739.7228175716
2801,0.4115789473684211,2.0,6.0,637780.2380397351
2802,0.4115789473684211,2.0,12.0,429177.2105152134
2803,0.4115789473684211,2.0,17.0,312611.79393916536
2804,0.4115789473684211,2.0,22.0,267280.4934628566
2805,0.4115789473684211,2.0,27.0,249905.0947700112
2806,0.4115789473684211,2.0,33.0,233841.25175616445
2807,0.4115789473684211,2.0,38.0,234287.76273470523
2808,0.4115789473684211,2.0,43.0,217381.71895678306
2809,0.4115789473684211,2.0,48.0,195190.0890672658
2810,0.4115789473684211,2.0,54.0,192769.67441406168
2811,0.4115789473684211,2.0,59.0,186783.96759480116
2812,0.4115789473684211,2.0,64.0,177155.18391438155
2813,0.4115789473684211,2.0,69.0,177221.04604923958
2814,0.4115789473684211,2.0,75.0,171776.66121939142
2815,0.4115789473684211,2.0,80.0,168230.72888175034
2816,0.4115789473684211,2.0,85.0,167939.1003909642
2817,0.4115789473684211,2.0,90.0,168486.14117683994
2818,0.4115789473684211,2.0,96.0,167966.55099593825
2819,0.4115789473684211,2.0,101.0,165187.1638926887
2820,0.4115789473684211,7.0,1.0,963882.5299633087
2821,0.4115789473684211,7.0,6.0,133821.3527063967
2822,0.4115789473684211,7.0,12.0,62395.924863787535
2823,0.4115789473684211,7.0,17.0,46704.62702895482
2824,0.4115789473684211,7.0,22.0,39336.2640629993
2825,0.4115789473684211,7.0,27.0,33651.42647531129
2826,0.4115789473684211,7.0,33.0,30657.854138497125
2827,0.4115789473684211,7.0,38.0,29747.15746626115
2828,0.4115789473684211,7.0,43.0,29477.282970228243
2829,0.4115789473684211,7.0,48.0,26942.715380144364
2830,0.4115789473684211,7.0,54.0,25819.535438678988
2831,0.4115789473684211,7.0,59.0,25007.147312761375
2832,0.4115789473684211,7.0,64.0,24232.093960000388
2833,0.4115789473684211,7.0,69.0,23537.475470402755
2834,0.4115789473684211,7.0,75.0,23174.491397634236
2835,0.4115789473684211,7.0,80.0,22716.0802800219
2836,0.4115789473684211,7.0,85.0,22278.917382153035
2837,0.4115789473684211,7.0,90.0,22046.95247867981
2838,0.4115789473684211,7.0,96.0,21775.92357496178
2839,0.4115789473684211,7.0,101.0,21687.584264308443
2840,0.4115789473684211,12.0,1.0,963081.7511684761
2841,0.4115789473684211,12.0,6.0,129113.53879886477
2842,0.4115789473684211,12.0,12.0,46010.56495810582
2843,0.4115789473684211,12.0,17.0,30790.788538163193
2844,0.4115789473684211,12.0,22.0,25310.30751281576
2845,0.4115789473684211,12.0,27.0,24083.688489394786
2846,0.4115789473684211,12.0,33.0,23378.62368963711
2847,0.4115789473684211,12.0,38.0,21590.72773878856
2848,0.4115789473684211,12.0,43.0,21418.835158362548
2849,0.4115789473684211,12.0,48.0,19990.584525688868
2850,0.4115789473684211,12.0,54.0,19364.66223751991
2851,0.4115789473684211,12.0,59.0,19180.55929022972
2852,0.4115789473684211,12.0,64.0,19426.23385208364
2853,0.4115789473684211,12.0,69.0,19382.593036895676
2854,0.4115789473684211,12.0,75.0,18561.733996547904
2855,0.4115789473684211,12.0,80.0,18519.171633084654
2856,0.4115789473684211,12.0,85.0,18004.393832747162
2857,0.4115789473684211,12.0,90.0,17816.85212077058
2858,0.4115789473684211,12.0,96.0,17543.277012671162
2859,0.4115789473684211,12.0,101.0,17756.847272514202
2860,0.4115789473684211,18.0,1.0,963081.7511684761
2861,0.4115789473684211,18.0,6.0,129113.53879886479
2862,0.4115789473684211,18.0,12.0,46010.564958105824
2863,0.4115789473684211,18.0,17.0,30790.788538163186
2864,0.4115789473684211,18.0,22.0,25310.307512815765
